utc_ts,market_id,category,prob_bucket,is_degenerate,venue,best_bid,best_ask,mid,spread_bps,depth_within_1c,mid_disc_direct,mid_disc_synth,schema_version,error
2026-05-28T04:02:57.348839+00:00,sports_retirement_kelce,sports_retirement,tail_low,True,kalshi_no,0.94,0.97,0.955,314.13612565445055,0,-1.8499999999999999,-1.8500000000000072,1,
2026-05-28T04:02:57.348839+00:00,sports_retirement_kelce,sports_retirement,tail_low,True,polymarket_yes,0.026,0.027,0.0265,377.3584905660381,420.71,-1.8499999999999999,-1.8500000000000072,1,
2026-05-28T04:02:57.348839+00:00,sports_retirement_kelce,sports_retirement,tail_low,True,polymarket_no,0.973,0.974,0.9735,10.27221366204418,420.71,-1.8499999999999999,-1.8500000000000072,1,
2026-05-28T04:02:57.348839+00:00,us_senate_ak_mpel,us_senate,central,False,kalshi_yes,0.59,0.62,0.605,495.8677685950418,0,0.0,0.0,1,
2026-05-28T04:02:57.348839+00:00,us_senate_ak_mpel,us_senate,central,False,kalshi_no,0.38,0.41,0.395,759.4936708860752,0,0.0,0.0,1,
2026-05-28T04:02:57.348839+00:00,us_senate_ak_mpel,us_senate,central,False,polymarket_yes,0.6,0.61,0.605,165.28925619834726,287.0,0.0,0.0,1,
2026-05-28T04:02:57.348839+00:00,us_senate_ak_mpel,us_senate,central,False,polymarket_no,0.39,0.4,0.395,253.16455696202553,287.0,0.0,0.0,1,
2026-05-28T04:02:57.348839+00:00,intl_president_co_aesp,intl_president,central,False,kalshi_yes,0.68,0.69,0.685,145.9854014598525,3070.23,-3.0000000000000027,-3.0000000000000027,1,
2026-05-28T04:02:57.348839+00:00,intl_president_co_aesp,intl_president,central,False,kalshi_no,0.31,0.32,0.315,317.46031746031775,3070.23,-3.0000000000000027,-3.0000000000000027,1,
2026-05-28T04:02:57.348839+00:00,intl_president_co_aesp,intl_president,central,False,polymarket_yes,0.65,0.66,0.655,152.67175572519096,2465.57,-3.0000000000000027,-3.0000000000000027,1,
2026-05-28T04:02:57.348839+00:00,intl_president_co_aesp,intl_president,central,False,polymarket_no,0.34,0.35,0.345,289.85507246376676,2465.57,-3.0000000000000027,-3.0000000000000027,1,
2026-05-28T04:02:57.348839+00:00,intl_president_co_pval,intl_president,tail_low,True,kalshi_yes,0.02,0.022,0.020999999999999998,952.3809523809516,6678.82,-0.1499999999999998,-0.14999999999999458,1,
2026-05-28T04:02:57.348839+00:00,intl_president_co_pval,intl_president,tail_low,True,kalshi_no,0.978,0.98,0.979,20.429009193054156,6678.82,-0.1499999999999998,-0.14999999999999458,1,
2026-05-28T04:02:57.348839+00:00,intl_president_co_pval,intl_president,tail_low,True,polymarket_yes,0.019,0.02,0.0195,512.8205128205133,23841.98,-0.1499999999999998,-0.14999999999999458,1,
2026-05-28T04:02:57.348839+00:00,intl_president_co_pval,intl_president,tail_low,True,polymarket_no,0.98,0.981,0.9804999999999999,10.198878123406436,23841.98,-0.1499999999999998,-0.14999999999999458,1,
2026-05-28T04:02:57.348839+00:00,intl_president_pe_kfuj,intl_president,mid_high,False,kalshi_yes,0.71,0.73,0.72,277.777777777778,1792.91,-0.5000000000000004,-0.5000000000000004,1,
2026-05-28T04:02:57.348839+00:00,intl_president_pe_kfuj,intl_president,mid_high,False,kalshi_no,0.27,0.29,0.28,714.2857142857129,1792.91,-0.5000000000000004,-0.5000000000000004,1,
2026-05-28T04:02:57.348839+00:00,intl_president_pe_kfuj,intl_president,mid_high,False,polymarket_yes,0.71,0.72,0.715,139.86013986013998,12663.9,-0.5000000000000004,-0.5000000000000004,1,
2026-05-28T04:02:57.348839+00:00,intl_president_pe_kfuj,intl_president,mid_high,False,polymarket_no,0.28,0.29,0.28500000000000003,350.87719298245446,12663.9,-0.5000000000000004,-0.5000000000000004,1,
2026-05-28T04:02:57.348839+00:00,intl_president_pe_rpal,intl_president,mid_low,False,kalshi_yes,0.28,0.29,0.28500000000000003,350.87719298245446,16343.37,-1.4500000000000013,-1.4500000000000068,1,
2026-05-28T04:02:57.348839+00:00,intl_president_pe_rpal,intl_president,mid_low,False,kalshi_no,0.71,0.72,0.715,139.86013986013998,16343.37,-1.4500000000000013,-1.4500000000000068,1,
2026-05-28T04:02:57.348839+00:00,intl_president_pe_rpal,intl_president,mid_low,False,polymarket_yes,0.27,0.271,0.2705,36.9685767097967,10213.01,-1.4500000000000013,-1.4500000000000068,1,
2026-05-28T04:02:57.348839+00:00,intl_president_pe_rpal,intl_president,mid_low,False,polymarket_no,0.729,0.73,0.7295,13.70801919122688,10213.01,-1.4500000000000013,-1.4500000000000068,1,
2026-05-28T04:02:57.348839+00:00,intl_president_r1_co_icas,intl_president_round1,central,False,kalshi_yes,0.68,0.69,0.685,145.9854014598525,2521.33,1.4999999999999902,1.4999999999999958,1,
2026-05-28T04:02:57.348839+00:00,intl_president_r1_co_icas,intl_president_round1,central,False,kalshi_no,0.31,0.32,0.315,317.46031746031775,2521.33,1.4999999999999902,1.4999999999999958,1,
2026-05-28T04:02:57.348839+00:00,intl_president_r1_co_icas,intl_president_round1,central,False,polymarket_yes,0.69,0.71,0.7,285.71428571428595,465.64,1.4999999999999902,1.4999999999999958,1,
2026-05-28T04:02:57.348839+00:00,intl_president_r1_co_icas,intl_president_round1,central,False,polymarket_no,0.29,0.31,0.3,666.6666666666673,465.64,1.4999999999999902,1.4999999999999958,1,
2026-05-28T04:02:57.348839+00:00,intl_mayor_kr_oseh,intl_mayor,mid_low,False,kalshi_yes,0.17,0.2,0.185,1621.6216216216217,0,2.0000000000000018,1.9999999999999907,1,
2026-05-28T04:02:57.348839+00:00,intl_mayor_kr_oseh,intl_mayor,mid_low,False,kalshi_no,0.8,0.83,0.815,368.0981595092014,0,2.0000000000000018,1.9999999999999907,1,
2026-05-28T04:02:57.348839+00:00,intl_mayor_kr_oseh,intl_mayor,mid_low,False,polymarket_yes,0.2,0.21,0.20500000000000002,487.8048780487795,770.39,2.0000000000000018,1.9999999999999907,1,
2026-05-28T04:02:57.348839+00:00,intl_mayor_kr_oseh,intl_mayor,mid_low,False,polymarket_no,0.79,0.8,0.795,125.78616352201269,770.39,2.0000000000000018,1.9999999999999907,1,
2026-05-28T04:02:57.348839+00:00,us_mayor_la_kbas,us_mayor,central,False,kalshi_yes,0.68,0.69,0.685,145.9854014598525,35338.59,1.9999999999999907,1.9999999999999962,1,
2026-05-28T04:02:57.348839+00:00,us_mayor_la_kbas,us_mayor,central,False,kalshi_no,0.31,0.32,0.315,317.46031746031775,35338.59,1.9999999999999907,1.9999999999999962,1,
2026-05-28T04:02:57.348839+00:00,us_mayor_la_kbas,us_mayor,central,False,polymarket_yes,0.7,0.71,0.705,141.8439716312058,3234.31,1.9999999999999907,1.9999999999999962,1,
2026-05-28T04:02:57.348839+00:00,us_mayor_la_kbas,us_mayor,central,False,polymarket_no,0.29,0.3,0.295,338.98305084745795,3234.31,1.9999999999999907,1.9999999999999962,1,
2026-05-28T04:02:57.348839+00:00,us_mayor_la_rhua,us_mayor,tail_low,True,kalshi_yes,,0.001,,,0.0,,,1,
2026-05-28T04:02:57.348839+00:00,us_mayor_la_rhua,us_mayor,tail_low,True,kalshi_no,0.999,,,,0.0,,,1,
2026-05-28T04:02:57.348839+00:00,us_mayor_la_rhua,us_mayor,tail_low,True,polymarket_yes,,0.001,,,0.0,,,1,
2026-05-28T04:02:57.348839+00:00,us_mayor_la_rhua,us_mayor,tail_low,True,polymarket_no,0.999,,,,0.0,,,1,
2026-05-28T04:02:57.348839+00:00,ma_acquisition_wb_psky,ma_acquisition,mid_high,False,kalshi_yes,0.83,0.84,0.835,119.76047904191627,6041.87,1.0000000000000009,1.0000000000000036,1,
2026-05-28T04:02:57.348839+00:00,ma_acquisition_wb_psky,ma_acquisition,mid_high,False,kalshi_no,0.16,0.17,0.165,606.0606060606066,6041.87,1.0000000000000009,1.0000000000000036,1,
2026-05-28T04:02:57.348839+00:00,ma_acquisition_wb_psky,ma_acquisition,mid_high,False,polymarket_yes,0.84,0.85,0.845,118.34319526627229,312.06,1.0000000000000009,1.0000000000000036,1,
2026-05-28T04:02:57.348839+00:00,ma_acquisition_wb_psky,ma_acquisition,mid_high,False,polymarket_no,0.15,0.16,0.155,645.1612903225812,312.06,1.0000000000000009,1.0000000000000036,1,
2026-05-28T04:03:27.352692+00:00,nba_finals_okc,sports_nba_finals,central,False,kalshi_yes,0.56,0.57,0.565,176.99115044247608,533639.32,1.0000000000000009,1.0000000000000064,1,
2026-05-28T04:03:27.352692+00:00,nba_finals_okc,sports_nba_finals,central,False,kalshi_no,0.43,0.44,0.435,229.88505747126456,533639.32,1.0000000000000009,1.0000000000000064,1,
2026-05-28T04:03:27.352692+00:00,nba_finals_okc,sports_nba_finals,central,False,polymarket_yes,0.57,0.58,0.575,173.91304347826105,40049.659999999996,1.0000000000000009,1.0000000000000064,1,
2026-05-28T04:03:27.352692+00:00,nba_finals_okc,sports_nba_finals,central,False,polymarket_no,0.42,0.43,0.425,235.29411764705904,40049.659999999996,1.0000000000000009,1.0000000000000064,1,
2026-05-28T04:03:27.352692+00:00,nba_finals_cle,sports_nba_finals,tail_low,True,kalshi_yes,,,,,,,,1,
2026-05-28T04:03:27.352692+00:00,nba_finals_cle,sports_nba_finals,tail_low,True,kalshi_no,,,,,,,,1,
2026-05-28T04:03:27.352692+00:00,nba_finals_cle,sports_nba_finals,tail_low,True,polymarket_yes,,,,,,,,1,expected_404
2026-05-28T04:03:27.352692+00:00,nba_finals_cle,sports_nba_finals,tail_low,True,polymarket_no,,,,,,,,1,expected_404
2026-05-28T04:03:27.352692+00:00,nba_finals_nyk,sports_nba_finals,mid_low,True,kalshi_yes,0.3,0.31,0.305,327.8688524590167,228564.55000000002,-2.0500000000000016,,1,
2026-05-28T04:03:27.352692+00:00,nba_finals_nyk,sports_nba_finals,mid_low,True,kalshi_no,0.69,0.7,0.695,143.88489208633106,228564.55000000002,-2.0500000000000016,,1,
2026-05-28T04:03:27.352692+00:00,nba_finals_nyk,sports_nba_finals,mid_low,True,polymarket_yes,0.284,0.285,0.2845,35.14938488576453,181723.19,-2.0500000000000016,,1,
2026-05-28T04:03:27.352692+00:00,nba_finals_nyk,sports_nba_finals,mid_low,True,polymarket_no,,,,,,-2.0500000000000016,,1,expected_404
2026-05-28T04:03:27.352692+00:00,nba_finals_sas,nba_finals,mid_low,False,kalshi_yes,0.14,0.15,0.14500000000000002,689.6551724137918,415850.64,0.34999999999999754,0.35000000000000586,1,
2026-05-28T04:03:27.352692+00:00,nba_finals_sas,nba_finals,mid_low,False,kalshi_no,0.85,0.86,0.855,116.95906432748548,415850.64,0.34999999999999754,0.35000000000000586,1,
2026-05-28T04:03:27.352692+00:00,nba_finals_sas,nba_finals,mid_low,False,polymarket_yes,0.148,0.149,0.1485,67.3400673400674,80965.70000000001,0.34999999999999754,0.35000000000000586,1,
2026-05-28T04:03:27.352692+00:00,nba_finals_sas,nba_finals,mid_low,False,polymarket_no,0.851,0.852,0.8514999999999999,11.743981209630077,80965.70000000001,0.34999999999999754,0.35000000000000586,1,
2026-05-28T04:03:27.352692+00:00,sports_retirement_arod,sports_retirement,tail_low,True,kalshi_yes,0.02,0.04,0.03,6666.666666666667,1230.71,2.3000000000000007,2.299999999999991,1,
2026-05-28T04:03:27.352692+00:00,sports_retirement_arod,sports_retirement,tail_low,True,kalshi_no,0.96,0.98,0.97,206.18556701030946,1230.71,2.3000000000000007,2.299999999999991,1,
2026-05-28T04:03:27.352692+00:00,sports_retirement_arod,sports_retirement,tail_low,True,polymarket_yes,0.024,0.082,0.053000000000000005,10943.396226415092,0,2.3000000000000007,2.299999999999991,1,
2026-05-28T04:03:27.352692+00:00,sports_retirement_arod,sports_retirement,tail_low,True,polymarket_no,0.918,0.976,0.9470000000000001,612.4604012671588,0,2.3000000000000007,2.299999999999991,1,
2026-05-28T04:03:27.352692+00:00,sports_retirement_kelce,sports_retirement,tail_low,True,kalshi_yes,0.03,0.06,0.045,6666.666666666667,0,-1.8499999999999999,-1.8500000000000072,1,
2026-05-28T04:03:27.352692+00:00,sports_retirement_kelce,sports_retirement,tail_low,True,kalshi_no,0.94,0.97,0.955,314.13612565445055,0,-1.8499999999999999,-1.8500000000000072,1,
2026-05-28T04:03:27.352692+00:00,sports_retirement_kelce,sports_retirement,tail_low,True,polymarket_yes,0.026,0.027,0.0265,377.3584905660381,420.71,-1.8499999999999999,-1.8500000000000072,1,
2026-05-28T04:03:27.352692+00:00,sports_retirement_kelce,sports_retirement,tail_low,True,polymarket_no,0.973,0.974,0.9735,10.27221366204418,420.71,-1.8499999999999999,-1.8500000000000072,1,
2026-05-28T04:03:27.352692+00:00,us_senate_ak_mpel,us_senate,central,False,kalshi_yes,0.59,0.62,0.605,495.8677685950418,0,0.0,0.0,1,
2026-05-28T04:03:27.352692+00:00,us_senate_ak_mpel,us_senate,central,False,kalshi_no,0.38,0.41,0.395,759.4936708860752,0,0.0,0.0,1,
2026-05-28T04:03:27.352692+00:00,us_senate_ak_mpel,us_senate,central,False,polymarket_yes,0.6,0.61,0.605,165.28925619834726,287.0,0.0,0.0,1,
2026-05-28T04:03:27.352692+00:00,us_senate_ak_mpel,us_senate,central,False,polymarket_no,0.39,0.4,0.395,253.16455696202553,287.0,0.0,0.0,1,
2026-05-28T04:03:27.352692+00:00,intl_president_co_aesp,intl_president,central,False,kalshi_yes,0.68,0.69,0.685,145.9854014598525,3070.23,-3.0000000000000027,-3.0000000000000027,1,
2026-05-28T04:03:27.352692+00:00,intl_president_co_aesp,intl_president,central,False,kalshi_no,0.31,0.32,0.315,317.46031746031775,3070.23,-3.0000000000000027,-3.0000000000000027,1,
2026-05-28T04:03:27.352692+00:00,intl_president_co_aesp,intl_president,central,False,polymarket_yes,0.65,0.66,0.655,152.67175572519096,2465.57,-3.0000000000000027,-3.0000000000000027,1,
2026-05-28T04:03:27.352692+00:00,intl_president_co_aesp,intl_president,central,False,polymarket_no,0.34,0.35,0.345,289.85507246376676,2465.57,-3.0000000000000027,-3.0000000000000027,1,
2026-05-28T04:03:27.352692+00:00,intl_president_co_pval,intl_president,tail_low,True,kalshi_yes,0.02,0.022,0.020999999999999998,952.3809523809516,6678.82,-0.1499999999999998,-0.14999999999999458,1,
2026-05-28T04:03:27.352692+00:00,intl_president_co_pval,intl_president,tail_low,True,kalshi_no,0.978,0.98,0.979,20.429009193054156,6678.82,-0.1499999999999998,-0.14999999999999458,1,
2026-05-28T04:03:27.352692+00:00,intl_president_co_pval,intl_president,tail_low,True,polymarket_yes,0.019,0.02,0.0195,512.8205128205133,23841.98,-0.1499999999999998,-0.14999999999999458,1,
2026-05-28T04:03:27.352692+00:00,intl_president_co_pval,intl_president,tail_low,True,polymarket_no,0.98,0.981,0.9804999999999999,10.198878123406436,23841.98,-0.1499999999999998,-0.14999999999999458,1,
2026-05-28T04:03:27.352692+00:00,intl_president_pe_kfuj,intl_president,mid_high,False,kalshi_yes,0.71,0.73,0.72,277.777777777778,1792.91,-0.5000000000000004,-0.5000000000000004,1,
2026-05-28T04:03:27.352692+00:00,intl_president_pe_kfuj,intl_president,mid_high,False,kalshi_no,0.27,0.29,0.28,714.2857142857129,1792.91,-0.5000000000000004,-0.5000000000000004,1,
2026-05-28T04:03:27.352692+00:00,intl_president_pe_kfuj,intl_president,mid_high,False,polymarket_yes,0.71,0.72,0.715,139.86013986013998,12663.9,-0.5000000000000004,-0.5000000000000004,1,
2026-05-28T04:03:27.352692+00:00,intl_president_pe_kfuj,intl_president,mid_high,False,polymarket_no,0.28,0.29,0.28500000000000003,350.87719298245446,12663.9,-0.5000000000000004,-0.5000000000000004,1,
2026-05-28T04:03:27.352692+00:00,intl_president_pe_rpal,intl_president,mid_low,False,kalshi_yes,0.28,0.29,0.28500000000000003,350.87719298245446,16343.37,-1.4500000000000013,-1.4500000000000068,1,
2026-05-28T04:03:27.352692+00:00,intl_president_pe_rpal,intl_president,mid_low,False,kalshi_no,0.71,0.72,0.715,139.86013986013998,16343.37,-1.4500000000000013,-1.4500000000000068,1,
2026-05-28T04:03:27.352692+00:00,intl_president_pe_rpal,intl_president,mid_low,False,polymarket_yes,0.27,0.271,0.2705,36.9685767097967,10322.89,-1.4500000000000013,-1.4500000000000068,1,
2026-05-28T04:03:27.352692+00:00,intl_president_pe_rpal,intl_president,mid_low,False,polymarket_no,0.729,0.73,0.7295,13.70801919122688,10322.89,-1.4500000000000013,-1.4500000000000068,1,
2026-05-28T04:03:27.352692+00:00,intl_president_r1_co_icas,intl_president_round1,central,False,kalshi_yes,0.68,0.69,0.685,145.9854014598525,2521.33,1.4999999999999902,1.4999999999999958,1,
2026-05-28T04:03:27.352692+00:00,intl_president_r1_co_icas,intl_president_round1,central,False,kalshi_no,0.31,0.32,0.315,317.46031746031775,2521.33,1.4999999999999902,1.4999999999999958,1,
2026-05-28T04:03:27.352692+00:00,intl_president_r1_co_icas,intl_president_round1,central,False,polymarket_yes,0.69,0.71,0.7,285.71428571428595,182.26999999999998,1.4999999999999902,1.4999999999999958,1,
2026-05-28T04:03:27.352692+00:00,intl_president_r1_co_icas,intl_president_round1,central,False,polymarket_no,0.29,0.31,0.3,666.6666666666673,182.26999999999998,1.4999999999999902,1.4999999999999958,1,
2026-05-28T04:03:27.352692+00:00,intl_mayor_kr_oseh,intl_mayor,mid_low,False,kalshi_yes,0.17,0.2,0.185,1621.6216216216217,0,2.0000000000000018,1.9999999999999907,1,
2026-05-28T04:03:27.352692+00:00,intl_mayor_kr_oseh,intl_mayor,mid_low,False,kalshi_no,0.8,0.83,0.815,368.0981595092014,0,2.0000000000000018,1.9999999999999907,1,
2026-05-28T04:03:27.352692+00:00,intl_mayor_kr_oseh,intl_mayor,mid_low,False,polymarket_yes,0.2,0.21,0.20500000000000002,487.8048780487795,870.48,2.0000000000000018,1.9999999999999907,1,
2026-05-28T04:03:27.352692+00:00,intl_mayor_kr_oseh,intl_mayor,mid_low,False,polymarket_no,0.79,0.8,0.795,125.78616352201269,870.48,2.0000000000000018,1.9999999999999907,1,
2026-05-28T04:03:27.352692+00:00,us_mayor_la_kbas,us_mayor,central,False,kalshi_yes,0.68,0.69,0.685,145.9854014598525,35318.59,1.9999999999999907,1.9999999999999962,1,
2026-05-28T04:03:27.352692+00:00,us_mayor_la_kbas,us_mayor,central,False,kalshi_no,0.31,0.32,0.315,317.46031746031775,35318.59,1.9999999999999907,1.9999999999999962,1,
2026-05-28T04:03:27.352692+00:00,us_mayor_la_kbas,us_mayor,central,False,polymarket_yes,0.7,0.71,0.705,141.8439716312058,3234.31,1.9999999999999907,1.9999999999999962,1,
2026-05-28T04:03:27.352692+00:00,us_mayor_la_kbas,us_mayor,central,False,polymarket_no,0.29,0.3,0.295,338.98305084745795,3234.31,1.9999999999999907,1.9999999999999962,1,
2026-05-28T04:03:27.352692+00:00,us_mayor_la_rhua,us_mayor,tail_low,True,kalshi_yes,,0.001,,,0.0,,,1,
2026-05-28T04:03:27.352692+00:00,us_mayor_la_rhua,us_mayor,tail_low,True,kalshi_no,0.999,,,,0.0,,,1,
2026-05-28T04:03:27.352692+00:00,us_mayor_la_rhua,us_mayor,tail_low,True,polymarket_yes,,0.001,,,0.0,,,1,
2026-05-28T04:03:27.352692+00:00,us_mayor_la_rhua,us_mayor,tail_low,True,polymarket_no,0.999,,,,0.0,,,1,
2026-05-28T04:03:27.352692+00:00,ma_acquisition_wb_psky,ma_acquisition,mid_high,False,kalshi_yes,0.83,0.84,0.835,119.76047904191627,6041.87,1.0000000000000009,1.0000000000000036,1,
2026-05-28T04:03:27.352692+00:00,ma_acquisition_wb_psky,ma_acquisition,mid_high,False,kalshi_no,0.16,0.17,0.165,606.0606060606066,6041.87,1.0000000000000009,1.0000000000000036,1,
2026-05-28T04:03:27.352692+00:00,ma_acquisition_wb_psky,ma_acquisition,mid_high,False,polymarket_yes,0.84,0.85,0.845,118.34319526627229,312.06,1.0000000000000009,1.0000000000000036,1,
2026-05-28T04:03:27.352692+00:00,ma_acquisition_wb_psky,ma_acquisition,mid_high,False,polymarket_no,0.15,0.16,0.155,645.1612903225812,312.06,1.0000000000000009,1.0000000000000036,1,
